Open Hours,8.625861345272657
Labour Hours,21.08117414040365
rain,0.5724142152576166
snow,0.02757179334709154
meantempi,51.13720312008115
meandewpti,45.474352023505546
meanwindspdi,8.580502990660744
humidity,79.62576515443003
precipi,0.014695249921296456
Holiday_flag,0.12537164643744098
Holiday_Period_flag,0.4799660708664171
Promo_Es342,0.264122564622757
Promo_Esb3G2,0.1070429186050579
Promo_Esb3G3,0.39304452761551645
Promo_Esb3G3 / Secret Sale 342,0.23578998915666866
Sales_Promo_545,0.046626324810241704
Sales_Promo_345,0.21125257966350694
Sales_Promo_545,0.09167861765014516
Sales_Promo_545 (Over €5 @ €5),0.05751337927174788
Sales_Promo_75% Off,0.5929290986043583
Cluster_1,0.5667039770541117
Cluster_2,0.025289446990101088
Cluster_3,0.06610059813214873
Day_of_Week_1,0.14365665115953688
Day_of_Week_2,0.1436828850257092
Day_of_Week_3,0.1437615866242261
Day_of_Week_4,0.1437878204903984
Day_of_Week_5,0.1438840113330302
Day_of_Week_6,0.14044737486445835
Week_Num_2,0.020716009654062752
Week_Num_3,0.020628563433488404
Week_Num_4,0.020444926370282276
Week_Num_5,0.019159466927839378
Week_Num_6,0.01925565777047116
Week_Num_7,0.019168211549896813
Week_Num_8,0.019281891636643463
Week_Num_9,0.019246913148413727
Week_Num_10,0.01925565777047116
Week_Num_11,0.019211934660183987
Week_Num_12,0.019203190038126552
Week_Num_13,0.019194445416069118
Week_Num_14,0.019168211549896813
Week_Num_15,0.017113225366399663
Week_Num_16,0.019220679282241422
Week_Num_17,0.019150722305781943
Week_Num_18,0.019098254573437334
Week_Num_19,0.01895834062051838
Week_Num_20,0.019072020707265033
Week_Num_21,0.01912448843960964
Week_Num_22,0.019211934660183987
Week_Num_23,0.019238168526356292
Week_Num_24,0.01925565777047116
Week_Num_25,0.019264402392528596
Week_Num_26,0.019211934660183987
Week_Num_27,0.019159466927839378
Week_Num_28,0.019203190038126552
Week_Num_29,0.019211934660183987
Week_Num_30,0.019238168526356292
Week_Num_31,0.019159466927839378
Week_Num_32,0.019159466927839378
Week_Num_33,0.019220679282241422
Week_Num_34,0.019220679282241422
Week_Num_35,0.01927314701458603
Week_Num_36,0.019246913148413727
Week_Num_37,0.019211934660183987
Week_Num_38,0.019168211549896813
Week_Num_39,0.019194445416069118
Week_Num_40,0.019203190038126552
Week_Num_41,0.019133233061667074
Week_Num_42,0.019168211549896813
Week_Num_43,0.019159466927839378
Week_Num_44,0.019264402392528596
Week_Num_45,0.01927314701458603
Week_Num_46,0.019264402392528596
Week_Num_47,0.019281891636643463
Week_Num_48,0.019281891636643463
Week_Num_49,0.01914197768372451
Week_Num_50,0.019176956171954248
Week_Num_51,0.019185700794011683
Week_Num_52,0.01731435167372066
