,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,0,4,5,3,3,2,7,8,4,4,13,5,5,2,17,6,4
1,0,0,0,0,4,5,3,3,8,7,8,4,4,13,5,5,2,17,6,4
2,0,0,0,0,4,4,5,6,8,5,1,8,7,4,12,4,15,14,15,14
3,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
4,0,0,0,0,4,5,5,6,8,5,1,8,10,11,14,13,5,6,14,9
5,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
6,0,0,0,0,4,5,5,6,8,7,8,4,4,13,5,5,2,17,6,4
7,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
8,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
9,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
10,0,0,0,0,3,2,5,6,8,5,1,8,10,11,14,13,5,6,14,9
11,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
12,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
13,0,0,0,0,3,2,5,6,8,5,1,8,7,4,12,4,15,14,15,14
14,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
15,0,0,0,0,3,4,5,6,8,5,1,8,7,4,12,4,15,14,15,14
16,0,0,0,0,4,5,5,6,8,5,1,8,10,11,14,13,5,6,14,9
17,0,0,0,0,4,5,5,6,8,5,1,8,7,4,12,4,15,14,15,14
18,0,0,0,0,4,5,5,6,8,5,1,8,10,11,14,13,5,6,14,9
19,0,0,1,2,3,2,5,6,8,5,1,8,10,11,14,13,5,6,14,9
20,0,0,0,0,4,5,5,6,8,7,8,4,4,13,5,5,2,17,6,4
21,0,0,0,0,4,5,5,6,8,5,1,8,10,11,14,13,5,6,14,9
22,0,0,0,0,3,4,5,6,8,5,1,8,7,4,12,4,15,14,15,14
23,0,0,0,0,4,5,3,3,2,3,5,6,5,9,7,3,14,5,5,3
24,0,0,0,0,4,5,3,3,2,3,5,6,5,9,7,3,14,5,5,3
25,0,0,0,0,4,5,3,3,2,3,5,6,5,9,7,3,14,4,5,3
