Alpha_0.1,Alpha_1,Alpha_10,Features
0.07011038481425119,0.0,-0.0,Cluster_0
-164.55520370595784,-160.08757301351233,-111.66553123950465,Cluster_1
-25.057961790019142,-0.0,0.0,Cluster_2
446.4453342778274,430.226794754495,224.7720632559038,Cluster_3
-45.53157508468589,-4.896038978594537,-0.0,Day_of_Week_0
-37.06875912477055,-23.68969683642944,-5.051397151370826,Day_of_Week_1
-0.0,-0.0,-0.0,Day_of_Week_2
-7.302279870618457,-4.416428537742604,-0.0,Day_of_Week_3
145.45674645309242,154.6809775148046,28.30344879454991,Day_of_Week_4
864.5401270028034,824.7784099940047,586.380607937392,Day_of_Week_5
517.7348998752893,469.808862237128,234.90405443536997,Day_of_Week_6
-59.79267974313192,-0.0,-0.0,Week_Num_1
-83.72330790690914,0.0,-0.0,Week_Num_2
-68.7000983268368,-47.60615343621429,-0.0,Week_Num_3
-41.993627132856275,-0.0,-0.0,Week_Num_4
-83.34277110879619,-0.0,-0.0,Week_Num_5
-378.62118460031445,-230.45364133020666,-0.0,Week_Num_6
-286.4259023244811,-0.0,0.0,Week_Num_7
-66.23516559844352,-56.44283235842013,-0.0,Week_Num_8
-107.95528739661667,-115.55923395983437,-0.0,Week_Num_9
-255.99041558415806,-205.3266494861562,-0.0,Week_Num_10
-199.38860563557472,-57.71965975144443,-0.0,Week_Num_11
-119.75064887383053,-0.0,-0.0,Week_Num_12
-431.43042704432145,-0.0,0.0,Week_Num_13
-116.70216679527175,16.78122512627388,-0.0,Week_Num_14
-228.87796688263916,-43.66357394959036,-0.0,Week_Num_15
-96.92610850360656,-0.8303089319303383,-0.0,Week_Num_16
4.9559186047527835,0.0,0.0,Week_Num_17
-143.7629342330579,-30.51343066676867,-0.0,Week_Num_18
-74.73486170766766,-37.906684201425605,-0.0,Week_Num_19
0.0,-0.0,-0.0,Week_Num_20
109.38215179948143,15.618735955246017,0.0,Week_Num_21
123.29690029223711,50.68366705702513,0.0,Week_Num_22
