Alpha_0.1,Alpha_1,Alpha_10,Features
0.6624107349337907,0.6624095695978359,0.6623652855767759,Score
-1679.153683992762,-1668.629377672836,-1580.8980297286582,Intercept
186.37632023308902,186.31139720857402,185.66549469537026,Open Hours
43.573606111558135,43.57961831348778,43.63780358924392,Justice (<1)
46.322614701462825,46.31760535839414,46.26504085078959,Piercing Pagoda (<1)
95.14137007192723,95.16782143193522,95.4284298524449,H&M (<1)
296.16517699588286,296.15460965892436,296.03825778402233,Zara (<1)
44.013388410100944,43.99650290974847,43.83202705084775,1 Competitor
1.5476990973706213,1.5493989601455842,1.5656877162032135,2 Competitors
555.0194462429852,554.4476012334753,548.1773947873916,Holiday_Event_Good Friday
644.3903747572566,642.3655009952322,622.7532510725651,Holiday_Event_Memorial Day
-526.3971205262991,-525.1383147623712,-514.2592022316144,Holiday_Event_Mother's Day
-288.09181480352754,-288.18656902914165,-289.58793073593347,Holiday_Event_None
77.04348367047913,78.01139859078118,86.18239575230102,Holiday_Period_Easter
-239.09574359721705,-238.59744802958892,-233.5219337765101,Holiday_Period_Memorial Day
-10.879464403913591,-11.307817139832279,-14.904109158848971,Holiday_Period_Mother's Day
-100.88908005706564,-101.30625431468918,-104.62043559273593,Holiday_Period_None
130.13760030319298,129.84353841715955,126.72825824869248,Holiday_Period_President's Day
143.6832041036777,143.35658247786026,140.13582452726604,Holiday_Period_Valentine's Day
2089.399931978637,2088.7251450508015,2081.9937231626345,Cluster_1
645.611523155394,645.5505402319848,644.940166877266,Cluster_2
1528.4443016500893,1528.307128808233,1526.9494352650884,Cluster_3
-40.654713210528534,-40.87123307425353,-43.036764381275,Day_of_Week_1
6.575755214443377,6.36014419246246,4.20392190009862,Day_of_Week_2
137.15211763137302,136.93231135471407,134.74439985649565,Day_of_Week_3
683.5311057497539,683.269288788884,680.7105148102492,Day_of_Week_4
1854.4437036020045,1854.082962241093,1850.548295594148,Day_of_Week_5
1476.8784893270615,1475.6908453954643,1464.9616837387578,Day_of_Week_6
128.72861719087035,119.74749740275443,47.165014365822834,Week_Num_6
140.86587011960825,131.79873939764863,59.061416666178154,Week_Num_7
682.2282940443317,673.1676343919668,599.6409073181271,Week_Num_8
548.5490053700863,539.5358972161557,466.40374864091365,Week_Num_9
504.8174513292993,495.8120665449636,422.75361099617936,Week_Num_10
655.8476551376928,646.8066303716006,573.3286619298526,Week_Num_11
528.7252018843935,519.5189044533327,444.7908572400661,Week_Num_12
631.2066459404328,620.7812743500451,536.0692301490932,Week_Num_13
690.4864484107372,681.4542726637499,608.1323157965627,Week_Num_14
335.3542784021372,326.37156797648237,253.53796257020377,Week_Num_15
388.0680777687831,379.07853733232724,306.1771746878571,Week_Num_16
323.42337359739116,314.4418581094049,241.6220194475306,Week_Num_17
303.1624120477964,294.18224555576813,221.37741097942262,Week_Num_18
308.12085060248666,298.95954745081906,224.5936866732058,Week_Num_19
327.881708125526,318.89988498607744,246.07605116439257,Week_Num_20
387.39283599585235,378.0159721571703,301.57138430295566,Week_Num_21
342.544781930694,333.70563867382174,262.2609516714829,Week_Num_22
433.7221019437987,424.72563601539895,351.7580266749749,Week_Num_23
427.8419102118477,418.8464720731452,345.8901648382054,Week_Num_24
475.02057238976306,466.0188847061688,392.99716622042627,Week_Num_25
544.3053329603724,535.1806130370389,461.1070127169557,Week_Num_26
